Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Post-demographic dividend,PST,..,95358.84929,112738.7551,114021.8566,114991.6717,115708.501,114119.0886,118913.3318,122216.6522,122592.1777,123933.0678,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Pre-demographic dividend,PRE,..,9204.121134,13570.23147,13495.42759,13468.54366,13517.57157,12759.63033,12544.14512,12537.75602,12407.82282,12511.30007,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Small states,SST,..,43755.51196,51392.40451,51906.12757,52471.07825,53146.35299,51753.26085,54072.06353,55392.33965,56473.63459,61355.4811,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,South Asia,SAS,..,8732.076115,19542.81428,20459.01538,21462.11116,21797.9767,20945.42985,21844.93577,22323.59385,23344.25665,24161.44795,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,South Asia (IDA & IBRD),TSA,..,8732.076115,19542.81428,20459.01538,21462.11116,21797.9767,20945.42985,21844.93577,22323.59385,23344.25665,24161.44795,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Sub-Saharan Africa,SSF,..,9323.067513,13200.30458,13248.8753,13279.93894,13306.7365,12770.16168,12804.99957,12742.36017,12635.76539,12756.82744,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Sub-Saharan Africa (excluding high income),SSA,..,10223.89846,14307.03115,14300.80345,14281.73998,14246.38515,13574.0672,13569.82913,13486.91514,13351.68297,13451.09518,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,9323.067513,13200.30458,13248.8753,13279.93894,13306.7365,12770.16168,12804.99957,12742.36017,12635.76539,12756.82744,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,Upper middle income,UMC,..,16503.66395,34579.03919,36133.96692,37554.44492,38856.30682,39823.25032,41485.04434,42742.08941,43966.14834,45661.81618,..
GDP per person employed (constant 2021 PPP $),SL.GDP.PCAP.EM.KD,World,WLD,..,30545.69084,43256.53419,44412.05132,45464.76682,46216.11066,45841.67568,47389.61211,47956.14253,48627.44041,49691.79396,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 02/24/2026,,,,,,,,,,,,,,,
